Unique_User_ID,Age,Dependents,Employment_Status,City_Tier,Month,Monthly_Income,Rent,Loan_Repayment,Insurance,Subscriptions,Groceries,Travel,Going_Out,Entertainment,Utilities,Healthcare,Education,Miscellaneous,Total_Expenses,Monthly_Savings,Savings,Investments,Net_Worth,Financial_Goals,Needs,Wants,Savings_Investment_Total,Debt,Total_Liabilities
BBUK002916,51,0,Full-time,1,6,8716,0,443,546,168,1399,979,350,280,783,378,84,420,5830,2887,12310,22718,120341,Retirement,4221,1609,35028,5768,102200
BBUK002917,22,0,Retired,2,9,1458,385,109,21,10,140,70,63,49,78,21,8,42,997,462,413,73,-11545,Retirement,805,192,485,10892,12031
BBUK002918,37,1,Full-time,1,8,4460,0,98,125,100,1102,584,209,167,467,125,150,250,3379,1082,8640,5485,289104,Invest more,2419,960,14125,2203,21146
BBUK002919,51,0,Full-time,2,1,4296,0,343,240,107,890,445,222,178,498,240,53,374,3591,706,4617,6886,-30383,Invest more,2532,1059,11503,7649,74213
BBUK002920,45,1,Full-time,1,10,2514,763,44,66,17,325,172,62,49,138,37,44,74,1791,723,5393,4957,3959,Pay off debt,1520,271,10351,4351,6392
BBUK002921,66,0,Part-time,3,2,6051,1335,60,208,64,534,267,133,107,267,144,32,160,3311,2741,17070,30735,40781,Buy a house,2740,571,47805,5965,7023
BBUK002922,26,0,Full-time,1,3,1602,414,83,20,9,133,93,60,47,75,20,8,40,1003,599,981,255,-7148,Buy a house,809,194,1236,8276,8384
BBUK002923,63,0,Part-time,2,11,2249,0,562,109,28,402,201,101,80,225,109,24,169,2010,239,1119,2040,172015,Retirement,1551,458,3159,5632,187164
BBUK002924,67,1,Part-time,1,1,9636,2336,68,294,90,995,528,188,151,422,203,136,317,5728,3908,20352,39988,52404,Buy a house,4771,957,60340,6804,7936
BBUK002925,43,1,Full-time,2,7,1454,514,19,50,13,247,93,47,37,105,28,34,56,1243,211,1064,825,-1266,Buy a house,1052,191,1889,1852,3154
BBUK002926,42,1,Full-time,1,1,5952,1725,92,150,67,735,390,139,111,312,83,100,167,4072,1880,14949,11323,16239,Education,3432,640,26273,9236,10033
BBUK002927,40,1,Full-time,1,5,2200,638,142,31,14,272,144,51,41,115,31,37,62,1578,622,3812,2407,-18484,Retirement,1352,226,6219,14162,24703
BBUK002928,19,1,Student,1,7,2880,912,29,44,21,388,206,132,103,165,44,118,123,2284,595,139,40,-5156,Pay off debt,1823,462,179,2915,5336
BBUK002929,46,0,Full-time,1,7,1749,0,251,76,20,282,197,70,56,158,42,17,85,1254,494,3736,4317,206541,Invest more,944,310,8054,3599,57411
BBUK002930,53,1,Part-time,1,5,2163,662,135,58,15,282,149,53,43,120,58,38,90,1702,461,1051,1730,-18131,Emergency fund,1441,260,2781,13451,20912
BBUK002931,32,0,Full-time,1,5,2132,635,62,31,14,205,143,92,72,115,31,12,86,1499,633,2999,1004,-2582,Emergency fund,1177,322,4004,6210,6586
BBUK002932,32,1,Full-time,1,5,3457,1082,84,52,24,461,244,157,122,195,52,63,147,2684,773,4626,1391,-4567,Buy a house,2136,548,6018,8449,10585
BBUK002933,36,3,Part-time,1,10,5311,1553,10,75,60,982,351,125,100,280,75,90,210,3912,1399,5520,3785,8092,Invest more,3276,636,9305,1046,1213
BBUK002934,62,0,Full-time,3,3,3945,1429,82,154,40,572,286,143,114,286,154,34,240,3534,412,4926,7650,1356,Pay off debt,2882,652,12576,8190,11220
BBUK002935,75,4,Full-time,3,12,1687,0,422,36,9,303,67,33,27,67,36,24,40,1063,624,9266,18877,215077,Retirement,927,136,28143,739,153199
BBUK002936,18,1,Unemployed,1,4,3292,908,157,44,21,387,205,132,103,164,44,53,123,2340,952,63,12,-18412,Retirement,1880,460,76,15747,18488
BBUK002937,18,4,Unemployed,1,2,2055,586,59,28,13,431,132,85,66,106,28,34,57,1626,429,9,4,-8329,Retirement,1352,274,13,5876,8342
BBUK002938,42,2,Full-time,2,10,2444,593,30,58,15,354,108,54,43,121,32,39,91,1538,906,8843,6548,11405,Pay off debt,1292,246,15391,2974,3986
BBUK002939,34,2,Unemployed,1,10,13917,2777,182,242,107,1469,627,403,314,502,134,161,376,7295,6622,18971,4893,5475,Invest more,5844,1451,23864,18246,18389
BBUK002940,55,0,Retired,1,12,3584,1164,27,101,26,375,263,94,75,210,101,23,158,2617,968,5640,11673,9159,Invest more,2159,458,17312,2706,8153
BBUK002941,34,0,Full-time,2,4,2830,741,72,40,19,269,135,121,94,151,40,16,113,1812,1017,6275,1686,-810,Education,1411,401,7961,7196,8771
BBUK002942,36,0,Retired,1,7,1330,473,50,23,11,153,107,38,31,86,23,9,46,1049,281,1442,1364,-6589,Retirement,881,168,2806,5044,9395
BBUK002943,42,0,Self-employed,2,6,3263,0,230,155,40,575,287,144,115,322,86,34,241,2229,1034,2547,3269,133619,Pay off debt,1574,655,5816,7365,46361
BBUK002944,39,1,Unemployed,1,12,1375,393,104,19,9,167,89,32,25,71,19,23,53,1004,371,1599,1024,-9081,Education,849,155,2624,10405,11705
BBUK002945,54,2,Retired,1,5,4197,0,183,213,95,1292,551,197,158,441,213,142,331,3814,383,4226,6635,142010,Education,2814,1000,10860,6119,36656
BBUK002946,40,2,Full-time,2,7,9075,0,604,310,138,1881,573,287,229,642,172,206,482,5524,3551,26463,16073,-54981,Buy a house,4159,1365,42536,3779,145386
BBUK002947,27,1,Full-time,1,9,2590,720,55,35,16,307,163,105,81,130,35,42,70,1757,833,978,173,-6709,Education,1421,337,1151,5516,7860
BBUK002948,57,0,Full-time,3,6,2189,0,328,99,26,365,182,91,73,182,99,22,109,1576,612,2099,3051,180941,Retirement,1204,372,5150,318,81570
BBUK002949,34,1,Part-time,1,4,2367,683,84,33,15,291,154,99,77,123,33,40,66,1699,668,4746,1029,-2818,Retirement,1379,319,5775,8366,8593
BBUK002950,71,0,Part-time,3,12,3708,1216,31,131,34,487,243,122,97,243,131,29,146,2912,797,12351,22614,28663,Emergency fund,2415,496,34966,3113,6302
BBUK002951,39,0,Self-employed,1,4,6249,2071,45,180,80,668,468,167,134,374,100,40,281,4607,1642,7497,4649,5409,Education,3759,848,12146,4504,6738
BBUK002952,71,0,Retired,3,6,2135,0,170,93,24,345,173,86,69,173,93,21,145,1393,742,5728,9249,335178,Retirement,999,394,14977,4293,36134
BBUK002953,20,1,Unemployed,1,11,1545,543,36,26,12,231,123,79,61,98,26,32,74,1342,202,165,77,-4937,Retirement,1067,275,242,3628,5179
BBUK002954,30,0,Retired,1,6,8289,2511,36,219,97,810,567,364,283,454,121,49,243,5754,2535,6500,2533,-9668,Travel,4539,1215,9033,3557,18700
BBUK002955,70,0,Student,1,11,2352,0,399,84,22,313,219,78,63,175,84,88,94,1618,734,6204,9474,169459,Travel,1274,344,15678,11681,82287
BBUK002956,49,1,Student,2,5,3047,839,38,82,21,403,153,76,61,171,46,122,92,2103,944,9390,7611,11903,Buy a house,1792,311,17001,3804,5099
BBUK002957,57,2,Unemployed,2,7,13323,0,538,709,218,2980,908,454,363,1017,491,327,545,8550,4773,33569,95383,187347,Pay off debt,6606,1944,128952,22266,101033
BBUK002958,43,1,Full-time,1,2,6692,1960,52,247,76,835,443,158,126,354,95,114,190,4648,2044,12190,10372,12660,Emergency fund,3921,727,22562,5161,9902
BBUK002959,31,0,Full-time,2,4,2539,667,157,36,17,242,121,109,85,136,36,15,73,1693,846,3259,771,-17303,Invest more,1361,332,4029,15683,21333
BBUK002960,31,0,Full-time,2,7,6141,1558,158,153,68,566,283,255,198,317,85,34,170,3845,2296,8606,4076,-10047,Travel,3041,804,12681,15751,22728
BBUK002961,40,1,Student,1,11,6316,1865,35,162,72,794,421,150,120,337,90,241,181,4470,1846,4933,5893,2465,Pay off debt,3778,692,10826,3548,8361
BBUK002962,57,1,Part-time,1,8,1057,326,25,28,7,139,74,26,21,59,28,19,44,796,261,683,1751,-955,Buy a house,668,128,2434,2501,3389
BBUK002963,42,2,Full-time,3,4,1565,0,391,58,15,353,108,54,43,108,32,39,65,1265,301,2558,2467,72276,Pay off debt,1045,219,5024,6037,187951
BBUK002964,67,0,Self-employed,3,5,20652,5851,119,913,281,2340,1170,585,468,1170,632,140,983,14653,5999,52132,103781,137717,Buy a house,11868,2785,155912,11944,18195
BBUK002965,44,1,Full-time,1,8,4585,0,155,192,85,938,498,178,142,398,107,128,213,3034,1551,10905,7688,154580,Buy a house,2217,817,18593,1558,36531
BBUK002966,58,1,Full-time,1,9,2111,653,101,57,15,278,147,53,42,118,57,38,63,1622,489,1995,4650,-3768,Travel,1391,232,6645,10116,10414
BBUK002967,66,0,Full-time,2,10,8482,2196,29,311,96,798,399,200,160,447,216,48,335,5235,3248,11351,20500,23106,Pay off debt,4284,950,31851,2882,8745
BBUK002968,32,1,Self-employed,3,12,13284,2580,3,279,124,1362,516,464,361,516,155,186,433,6979,6305,26154,9711,32150,Travel,5390,1589,35865,283,3715
BBUK002969,40,0,Full-time,3,3,3217,844,74,51,24,338,169,84,68,169,51,20,142,2032,1184,5701,4647,2837,Buy a house,1647,385,10349,7449,7511
BBUK002970,68,0,Full-time,2,8,14445,3863,58,548,169,1405,702,351,281,787,379,84,421,9050,5395,62311,112182,168408,Pay off debt,7547,1503,174493,5842,6085
BBUK002971,38,1,Full-time,2,10,3947,1231,63,67,31,591,224,112,90,251,67,81,188,2996,951,2726,2256,-3186,Buy a house,2485,510,4982,6292,8168
BBUK002972,60,0,Unemployed,1,8,4699,1697,49,148,66,547,383,137,109,307,148,33,230,3853,846,11690,21035,21270,Retirement,3158,695,32725,4869,11455
BBUK002973,71,0,Retired,3,12,4303,1025,110,111,49,410,205,102,82,205,111,25,172,2606,1698,17863,33107,32273,Travel,2118,488,50970,11004,18698
BBUK002974,40,1,Full-time,1,6,5297,1821,23,88,71,776,411,147,118,329,88,106,176,4153,1144,6550,6177,8932,Emergency fund,3478,676,12728,2312,3796
BBUK002975,42,0,Full-time,2,11,8109,0,532,453,139,1161,580,290,232,650,174,70,487,4769,3340,11196,8280,-75558,Education,3387,1381,19476,8494,120345
BBUK002976,53,1,Self-employed,1,12,2459,0,371,105,27,512,272,97,78,217,105,70,116,1971,488,1654,3149,228937,Invest more,1544,427,4802,6948,82453
BBUK002977,52,2,Full-time,2,9,4801,1344,58,132,59,802,244,122,98,274,132,88,147,3499,1302,4619,13036,9547,Education,2976,523,17655,5850,8108
BBUK002978,59,0,Part-time,1,4,8920,2923,137,368,113,943,660,236,189,528,255,57,396,6803,2116,22516,27852,31577,Invest more,5606,1197,50368,13729,18792
BBUK002979,28,1,Full-time,1,9,3293,1035,104,50,23,441,234,150,117,187,50,60,100,2552,741,2153,599,-8785,Buy a house,2068,484,2752,10418,11537
BBUK002980,60,0,Retired,1,2,5951,2334,48,203,90,753,527,188,151,422,203,45,226,5191,759,3379,6032,4541,Emergency fund,4325,866,9410,4815,4870
BBUK002981,53,3,Unemployed,2,10,1441,283,16,28,7,202,52,26,21,58,28,19,43,782,659,5774,10525,14007,Pay off debt,664,117,16299,1613,2292
BBUK002982,40,2,Full-time,2,4,2441,678,121,37,17,404,123,62,49,138,37,44,104,1814,627,2129,1617,-8508,Emergency fund,1533,281,3746,12058,12254
BBUK002983,27,3,Full-time,1,1,2296,585,38,28,13,370,132,85,66,106,28,34,79,1565,731,763,191,-4483,Start a business,1269,296,954,3758,5437
BBUK002984,24,1,Unemployed,3,4,3012,0,507,57,27,501,190,171,133,190,57,68,114,2012,999,1309,398,3386,Buy a house,1493,520,1708,9052,113076
BBUK002985,42,2,Student,3,10,10742,0,804,580,179,2440,744,372,298,744,223,595,446,7424,3318,22521,15346,119264,Retirement,5832,1592,37867,6782,190763
BBUK002986,56,2,Retired,2,2,9656,0,799,428,132,1802,549,275,220,615,297,198,461,5776,3881,12041,22468,-48128,Retirement,4468,1307,34508,3723,194232
BBUK002987,19,1,Full-time,1,4,1803,505,45,24,11,215,114,73,57,91,24,29,49,1239,564,253,45,-18382,Pay off debt,1003,236,298,4481,18681
BBUK002988,49,2,Self-employed,1,11,6265,1968,36,248,76,1041,444,159,127,355,95,114,267,4930,1335,5761,3274,4161,Pay off debt,4123,806,9036,3556,4874
BBUK002989,64,1,Full-time,1,8,2264,0,366,105,27,514,272,97,78,218,105,70,163,2016,249,1635,3116,174654,Retirement,1541,475,4751,2517,87753
BBUK002990,51,1,Full-time,2,7,3709,0,511,134,35,653,247,124,99,277,134,89,148,2450,1258,4806,11841,116215,Buy a house,1946,505,16647,14496,106034
BBUK002991,70,1,Full-time,1,3,4659,1035,55,90,40,441,234,83,67,187,90,60,140,2522,2137,24365,40394,58405,Education,2098,424,64759,5469,6354
BBUK002992,66,2,Self-employed,2,12,58527,0,1046,2356,725,9909,3021,1510,1208,3383,1631,1088,2538,28416,30112,251983,467227,657824,Pay off debt,21226,7190,719209,10853,245118
BBUK002993,60,0,Self-employed,2,5,4610,1470,99,144,64,534,267,134,107,299,144,32,160,3455,1155,3652,5913,-2882,Travel,2883,572,9565,9896,12447
BBUK002994,68,1,Part-time,2,5,6797,0,304,398,122,1347,510,255,204,571,276,184,306,4478,2319,21957,31850,191209,Emergency fund,3386,1092,53807,2153,72814
BBUK002995,53,0,Full-time,2,5,2724,977,20,96,25,355,178,89,71,199,96,21,149,2276,448,1407,3135,270,Buy a house,1871,405,4542,2012,4272
BBUK002996,53,0,Full-time,3,8,7635,2031,66,317,97,812,406,203,162,406,219,49,244,5013,2622,14845,28594,36587,Pay off debt,4144,869,43439,6555,6852
BBUK002997,58,0,Full-time,2,12,12637,3448,114,489,150,1254,627,313,251,702,339,75,527,8290,4347,31749,63497,78512,Pay off debt,6797,1492,95247,11393,16734
BBUK002998,61,0,Retired,2,8,2681,0,315,147,38,544,272,136,109,305,147,33,229,2275,406,2693,5932,176331,Emergency fund,1654,621,8626,3173,74074
BBUK002999,51,0,Full-time,1,2,4903,1889,70,165,73,609,427,152,122,341,165,37,256,4305,598,3228,5462,1401,Retirement,3531,774,8690,7038,7289
BBUK003000,57,1,Part-time,1,6,3871,0,712,92,24,450,239,85,68,191,92,61,143,2158,1714,7938,11693,125191,Retirement,1742,416,19631,4260,171667
BBUK003001,35,1,Full-time,1,4,16337,6090,122,530,236,2593,1375,491,393,1100,295,354,589,14167,2170,4311,4709,-5192,Pay off debt,11908,2259,9020,12156,14212
BBUK003002,47,2,Full-time,1,10,3303,1002,63,87,23,530,226,81,65,181,48,58,97,2460,842,6526,4483,4222,Emergency fund,2105,355,11009,6292,6787
BBUK003003,66,1,Self-employed,1,6,6855,1835,188,231,71,781,414,148,118,332,160,107,178,4563,2292,14048,22755,14786,Buy a house,3882,681,36803,18817,22017
BBUK003004,51,1,Retired,2,9,1758,555,34,54,14,266,101,50,40,113,54,36,61,1379,379,1335,2530,-2340,Travel,1173,206,3864,3371,6204
BBUK003005,72,1,Unemployed,2,12,4681,0,532,192,85,936,355,177,142,397,192,128,298,3434,1247,5175,13148,93046,Emergency fund,2590,844,18323,7430,121939
BBUK003006,49,1,Retired,1,9,1365,399,14,35,9,170,90,32,26,72,19,23,39,929,436,1428,1462,-2490,Buy a house,787,142,2890,1439,5380
BBUK003007,58,1,Full-time,2,8,8650,2599,39,369,113,1248,473,236,189,529,255,170,284,6504,2145,19945,43282,56121,Emergency fund,5493,1011,63227,3885,7105
BBUK003008,47,1,Part-time,3,9,1704,0,426,48,12,233,88,44,35,88,27,32,74,1109,595,4734,4112,13820,Buy a house,907,202,8846,6331,156337
BBUK003009,45,1,Self-employed,2,7,9295,2515,123,357,110,1207,457,229,183,512,137,165,384,6380,2915,14655,10648,12879,Retirement,5291,1088,25302,12338,12424
BBUK003010,39,0,Full-time,1,2,5141,2112,66,102,82,681,477,170,136,381,102,41,286,4637,505,1443,1273,-6509,Emergency fund,3771,865,2716,6581,9226
BBUK003011,42,0,Full-time,1,3,7572,0,193,570,176,1463,1024,366,293,819,219,88,439,5649,1923,5043,3716,347015,Invest more,3967,1682,8759,2737,44177
BBUK003012,58,1,Retired,2,3,17966,3808,40,540,166,1828,692,346,277,776,374,249,415,9512,8454,30590,55046,79657,Retirement,8030,1482,85636,3956,5979
BBUK003013,30,0,Self-employed,2,8,1479,371,144,20,9,135,67,61,47,75,20,8,40,998,481,3109,985,-15948,Retirement,814,185,4094,14371,20042
BBUK003014,22,0,Full-time,1,7,10602,3687,16,321,143,1189,832,535,416,666,178,71,357,8412,2190,1887,627,-2102,Pay off debt,6628,1784,2515,1601,4616
BBUK003015,63,0,Student,2,1,2577,947,150,93,24,344,172,86,69,193,93,96,103,2371,206,1495,2970,-13363,Emergency fund,2020,351,4465,15039,17828
BBUK003016,44,0,Full-time,3,9,8416,2897,69,452,139,1159,579,290,232,579,174,70,487,7126,1290,8292,7291,7161,Pay off debt,5747,1379,15583,6857,8422
BBUK003017,75,1,Unemployed,2,10,1717,0,373,51,13,247,94,47,37,105,51,34,79,1130,587,6617,12088,213212,Start a business,916,214,18704,9358,79182
BBUK003018,49,0,Student,3,1,1347,323,337,35,9,129,65,32,26,65,19,36,39,1115,232,3133,3273,-34351,Emergency fund,983,132,6405,37944,40756
BBUK003019,29,0,Part-time,1,10,1556,433,59,21,10,140,98,63,49,78,21,8,59,1040,517,2351,803,-9451,Buy a house,820,219,3154,5950,12605
BBUK003020,66,0,Full-time,2,11,6175,1566,9,222,68,570,285,142,114,319,154,34,239,3722,2453,14367,20410,31646,Retirement,3044,678,34777,879,3132
BBUK003021,60,1,Self-employed,1,11,8245,1751,52,220,68,746,395,141,113,316,153,102,237,4294,3950,24463,36865,53905,Education,3577,717,61328,5210,7423
BBUK003022,41,0,Full-time,1,5,2748,920,8,80,21,297,208,74,59,166,45,18,89,1985,763,3972,3048,3451,Retirement,1659,327,7020,785,3569
BBUK003023,39,1,Retired,2,1,7502,2392,58,235,104,1148,435,217,174,487,130,157,261,5800,1702,8472,9469,11774,Start a business,4869,931,17941,5777,6167
BBUK003024,44,1,Self-employed,2,1,5372,1505,19,148,66,722,274,137,109,306,82,99,230,3696,1676,19182,16124,33098,Invest more,3045,651,35305,1869,2207
BBUK003025,46,3,Full-time,2,2,1396,292,36,29,7,208,53,27,21,59,16,19,32,800,596,2039,1642,-162,Education,692,108,3682,3625,3843
BBUK003026,47,2,Self-employed,2,9,14559,3336,114,473,146,1989,606,303,243,679,182,218,364,8653,5906,59405,41532,88641,Invest more,7355,1298,100937,11428,12297
BBUK003027,28,1,Self-employed,3,9,1783,543,18,33,15,287,109,98,76,109,33,39,91,1448,335,728,276,-2549,Buy a house,1125,324,1004,1751,3552
BBUK003028,69,1,Full-time,1,6,5433,0,809,188,84,920,488,174,139,390,188,125,293,3798,1635,30918,37122,156172,Pay off debt,2913,885,68040,3681,196647
BBUK003029,57,0,Full-time,1,6,7300,0,597,440,136,1129,790,282,226,632,305,68,474,5080,2219,12746,20018,64480,Pay off debt,3646,1434,32764,4017,143339
BBUK003030,58,0,Full-time,1,10,16656,4090,50,515,158,1319,924,330,264,739,356,79,396,9219,7437,33665,67765,94244,Travel,7702,1517,101430,4981,7186
BBUK003031,40,0,Full-time,1,4,3550,1199,53,58,27,387,271,97,77,217,58,23,162,2628,923,3939,3552,2223,Emergency fund,2156,472,7491,5263,5268
BBUK003032,46,2,Full-time,2,10,4753,1631,37,160,71,973,297,148,119,332,89,107,249,4212,541,4211,2760,1418,Buy a house,3507,706,6971,3685,5553
BBUK003033,75,1,Full-time,3,2,147395,0,1472,8895,2737,30106,11404,5702,4562,11404,6158,4105,9579,96124,51271,439092,818031,1201746,Invest more,68983,27141,1257124,16347,343476
BBUK003034,33,0,Full-time,2,10,5359,1624,101,89,71,591,295,266,207,331,89,35,177,3874,1485,6203,2448,-13000,Retirement,3036,839,8651,10107,21650
BBUK003035,70,0,Part-time,1,3,2168,0,542,75,20,279,195,70,56,156,75,17,117,1602,565,5035,9978,133258,Pay off debt,1262,340,15013,8358,144057
BBUK003036,74,1,Full-time,1,1,5532,0,805,254,113,1244,660,236,189,528,254,170,396,4848,683,7916,10494,-24552,Invest more,3651,1197,18411,6962,190774
BBUK003037,32,1,Full-time,2,1,1413,238,214,13,6,114,43,39,30,48,13,16,26,801,613,4291,870,-17489,Travel,682,119,5161,21395,22650
BBUK003038,39,2,Part-time,1,10,1000,309,9,15,7,163,70,25,20,56,15,18,42,748,252,724,563,-1576,Buy a house,626,121,1287,913,2863
BBUK003039,73,1,Full-time,3,7,7760,2492,61,389,120,1316,498,249,199,498,269,179,419,6689,1071,4650,9194,7539,Buy a house,5503,1186,13844,6085,6305
BBUK003040,38,1,Full-time,2,2,1995,496,266,27,13,238,90,45,36,101,27,32,76,1447,548,2837,2715,-21791,Emergency fund,1241,206,5552,26558,27343
BBUK003041,40,1,Part-time,1,3,4241,1402,14,68,54,597,317,113,90,253,68,81,136,3194,1047,3193,2071,2547,Education,2674,520,5264,1361,2717
BBUK003042,38,1,Self-employed,2,12,1978,475,14,26,12,228,86,43,35,97,26,31,73,1145,833,4537,2953,4961,Pay off debt,948,197,7490,1416,2529
BBUK003043,31,1,Full-time,3,11,4159,1066,37,64,51,563,213,192,149,213,64,77,128,2816,1343,4432,1112,-5104,Buy a house,2211,605,5544,3688,10648
BBUK003044,27,1,Full-time,2,3,1237,0,309,17,8,149,56,51,39,63,17,20,34,764,473,1902,590,243449,Pay off debt,609,155,2492,4898,97562
BBUK003045,68,1,Full-time,2,9,2480,0,620,74,19,363,137,69,55,154,74,49,82,1698,783,3628,7288,57166,Retirement,1417,280,10916,15663,230035
BBUK003046,47,0,Full-time,2,10,5874,0,595,246,109,911,455,228,182,510,137,55,273,3702,2173,24536,19620,-20273,Emergency fund,2727,975,44156,2385,145256
BBUK003047,71,3,Full-time,3,5,4537,0,1017,145,64,1051,268,134,107,268,145,97,161,3457,1079,12502,20131,-128520,Emergency fund,2883,574,32633,5972,245191
BBUK003048,27,1,Full-time,1,8,1930,577,107,28,13,246,130,84,65,104,28,34,78,1493,437,826,295,-15897,Invest more,1201,292,1121,10655,17018
BBUK003049,71,0,Full-time,1,1,2723,0,416,96,25,355,248,89,71,199,96,21,106,1722,1001,7271,13127,48525,Pay off debt,1332,390,20398,9282,90083
BBUK003050,33,0,Full-time,3,2,4888,1832,43,110,88,733,366,330,256,366,110,44,220,4497,391,2364,790,-1569,Retirement,3457,1040,3155,4268,4724
BBUK003051,57,0,Full-time,2,10,1979,493,12,48,13,179,90,45,36,100,48,11,75,1151,828,8928,13410,14012,Emergency fund,946,204,22338,1162,8325
BBUK003052,61,0,Retired,1,6,29454,9562,58,1203,370,3085,2159,771,617,1727,833,185,1296,21867,7587,45201,63093,97179,Education,17949,3917,108294,5826,11115
BBUK003053,32,0,Full-time,1,8,7878,0,649,261,116,966,676,434,338,541,145,58,406,4589,3289,19092,7573,41147,Pay off debt,3024,1564,26665,9165,148567
BBUK003054,26,2,Part-time,2,12,1000,241,72,13,6,144,44,39,31,49,13,16,37,704,296,703,206,-12596,Retirement,573,130,908,7161,13505
BBUK003055,22,1,Full-time,1,2,3001,736,105,36,17,314,166,107,83,133,36,43,100,1875,1126,1328,508,-16250,Start a business,1502,373,1836,10473,18086
BBUK003056,20,1,Full-time,1,1,1347,310,273,15,7,132,70,45,35,56,15,18,42,1019,328,131,26,-31557,Emergency fund,862,157,156,27328,31714
BBUK003057,56,1,Full-time,1,5,1713,0,348,71,19,349,185,66,53,148,71,48,79,1438,274,2367,5691,59927,Buy a house,1147,291,8059,6993,76465
BBUK003058,70,2,Student,1,3,1695,438,307,38,10,232,99,35,28,79,38,57,59,1420,276,794,1799,-28124,Education,1247,172,2593,30652,30717
BBUK003059,53,1,Part-time,2,5,3128,0,344,96,25,470,178,89,71,200,96,64,150,1783,1344,4484,9600,126172,Pay off debt,1377,406,14084,3656,80447
BBUK003060,27,0,Self-employed,1,2,3447,1014,81,49,23,327,229,147,114,183,49,20,137,2373,1073,1812,750,-6026,Retirement,1860,513,2562,8093,8588
BBUK003061,40,0,Self-employed,1,7,9093,2966,43,258,115,957,670,239,191,536,144,57,287,6463,2630,13861,11008,19636,Retirement,5363,1100,24869,4276,5232
BBUK003062,24,0,Full-time,1,8,1647,559,47,27,13,180,126,81,63,101,27,11,76,1312,335,787,281,-12806,Buy a house,1029,283,1068,4733,13875
BBUK003063,62,1,Full-time,1,2,2498,853,38,74,19,363,193,69,55,154,74,50,116,2057,441,2922,5604,3240,Retirement,1721,336,8526,3754,5286
BBUK003064,51,1,Full-time,2,9,7465,2361,150,335,103,1133,429,215,172,481,232,155,258,6022,1443,12030,17272,13145,Emergency fund,5104,919,29302,15030,16157
BBUK003065,66,0,Self-employed,3,10,6201,0,751,337,104,865,432,216,173,432,234,52,259,3855,2346,21083,32990,356562,Travel,2930,925,54073,2999,183130
BBUK003066,46,2,Part-time,2,5,1505,421,28,41,11,251,77,38,31,86,23,28,64,1098,406,2839,1866,230,Buy a house,924,175,4704,2772,4474
BBUK003067,52,0,Part-time,2,7,3034,1054,26,103,27,383,192,96,77,215,103,23,115,2413,621,2781,3559,2584,Emergency fund,2022,391,6339,2557,3755
BBUK003068,33,1,Part-time,2,2,5471,1646,23,90,72,790,299,269,209,335,90,108,180,4111,1360,8101,2628,6027,Start a business,3261,850,10730,2340,4703
BBUK003069,18,1,Self-employed,1,1,2497,0,624,48,23,427,226,145,113,181,48,58,97,1991,506,16,5,107140,Emergency fund,1523,469,21,2257,219490
BBUK003070,22,0,Retired,1,11,2833,793,50,38,18,256,179,115,90,143,38,15,107,1843,990,739,251,-5660,Buy a house,1442,401,989,5040,6649
BBUK003071,44,1,Part-time,2,12,1410,402,98,39,10,193,73,37,29,82,22,26,44,1056,354,2820,3322,-4309,Start a business,907,149,6142,9797,10451
BBUK003072,64,3,Student,3,5,1079,0,270,27,7,193,49,25,20,49,27,39,41,746,333,2123,3885,113898,Invest more,634,112,6008,26392,64572
BBUK003073,36,0,Full-time,1,12,11971,4243,120,370,164,1369,958,342,274,766,205,82,575,9468,2503,2858,2232,-8885,Emergency fund,7730,1738,5090,12050,13974
BBUK003074,54,0,Retired,1,10,5911,2032,38,177,79,655,459,164,131,367,177,39,275,4594,1317,10024,20105,25433,Start a business,3761,832,30129,3830,4696
BBUK003075,50,0,Self-employed,2,10,4194,1311,92,129,57,477,238,119,95,267,71,29,143,3028,1166,15593,10667,16278,Education,2518,510,26260,9196,9982
BBUK003076,26,1,Retired,2,9,1975,0,340,45,21,399,151,136,106,169,45,54,91,1557,418,1524,560,158299,Pay off debt,1143,414,2084,15446,61753
BBUK003077,43,0,Full-time,2,9,3249,842,106,83,21,306,153,77,61,172,46,18,129,2014,1235,2764,2022,-8153,Buy a house,1665,349,4786,10554,12939
BBUK003078,34,1,Unemployed,3,12,2165,0,541,39,18,341,129,116,91,129,39,47,78,1568,597,994,388,200211,Start a business,1214,354,1381,6801,182117
BBUK003079,52,1,Full-time,1,3,5870,0,369,286,127,1397,741,264,212,592,286,190,317,4781,1089,7971,16501,250949,Pay off debt,3564,1217,24472,474,91618
BBUK003080,66,2,Full-time,2,12,5534,0,241,209,93,1272,388,194,155,434,209,140,326,3663,1871,15864,21213,59136,Retirement,2740,923,37076,9612,45905
BBUK003081,64,0,Self-employed,2,3,2349,626,89,62,16,228,114,57,46,128,62,14,96,1536,813,8896,13448,10831,Pay off debt,1276,260,22344,8922,11514
BBUK003082,70,2,Full-time,3,12,2585,0,646,109,28,661,201,101,81,201,109,73,169,2379,207,1804,2725,-103816,Travel,1919,459,4529,4218,411689
BBUK003083,54,0,Full-time,3,4,5005,0,1087,166,74,614,307,153,123,307,166,37,184,3216,1788,15046,17896,188178,Pay off debt,2560,657,32942,11706,254074
